Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
3295,14296700,"Teddy(Kaiyuan) Yang","2025-08-26 01:23:22",0.77751,6,teddykaiyuanyang
3296,14274113,iamiszhangke,"2025-08-25 14:57:24",0.77751,7,iamiszhangke
3297,14298231,depelemon,"2025-08-25 11:53:13",0.77751,1,depelemon
3298,14298083,"Surya Dantuluri #2","2025-08-25 13:31:09",0.77751,6,suryadantuluri
3299,14298466,"Aziz Mahmut Topalali ","2025-08-25 14:31:05",0.77751,5,azizmahmuttopalali
3300,14019783,"Sijie Yan","2025-08-25 13:55:48",0.77751,2,dadaysj
3301,13607060,"Yohan Francieira","2025-08-25 20:08:16",0.77751,2,yohanfrancieira
3302,14300840,ppvppr,"2025-08-28 09:23:49",0.77751,3,ppvppr
3303,13266482,LorenaVWang,"2025-08-26 20:03:30",0.77751,10,lorenavwang
3304,14301701,han.s2024,"2025-08-26 07:08:44",0.77751,1,hans2024
3305,14301857,Maguta719,"2025-08-26 07:48:07",0.77751,1,maguta719
3306,14302301,"Lokesh Giddaluru","2025-08-26 09:36:08",0.77751,1,lokeshgiddaluru
3307,14302988,"吴恒昌WHC ENT","2025-08-26 12:53:09",0.77751,1,whcent
3308,14303056,"Artem Kuprinenko","2025-08-27 06:56:41",0.77751,11,okimiouroboros
3309,14303236,PhoenixProtocol,"2025-08-26 15:00:42",0.77751,3,phoenixprotocol
3310,14305844,josh930908,"2025-08-26 17:42:17",0.77751,1,josh930908
3311,14299073,DETDOMOVEC',"2025-08-28 01:01:02",0.77751,16,hoosockk
3312,14305890,"Mohamed Elnefary","2025-08-26 17:58:44",0.77751,1,mohamedelnefary
3313,14297114,Maks_Voiteh,"2025-08-26 19:30:50",0.77751,20,maksvoiteh
3314,13273498,"M Michaelson","2025-08-28 14:26:40",0.77751,7,mmichaelson
3315,14306224,ZiChSmh,"2025-08-26 22:07:15",0.77751,2,zichsmh
3316,14306301,"[Deleted] aa4dbf87-fd0c-4e73-ae6b-d9bf6e0294f2","2025-08-27 10:03:55",0.77751,3,del=3fef4410fff30bbd
3317,14298562,"Adam Prokop","2025-08-27 10:14:53",0.77751,10,adamprokop
3318,14265507,Masaki65,"2025-08-26 21:29:20",0.77751,5,masaki65
3319,14296066,"Giovanni de Valdivia","2025-08-27 00:36:52",0.77751,7,giovannidevaldivia
3320,14306948,"Naoya Yanagi","2025-08-27 02:51:01",0.77751,1,naoyayanagi
3321,14307074,yanyubing,"2025-08-27 04:50:06",0.77751,2,yanyubing
3322,14306996,"Daniel Pulikkottil","2025-08-27 03:40:26",0.77751,4,danielpulikkottil
3323,14307151,"Leyi Chen","2025-08-27 04:19:02",0.77751,1,leyi021140
3324,14307535,yuniversity,"2025-08-27 07:54:58",0.77751,10,yuniversity
3325,14290321,"KARTIK Mehta","2025-08-27 07:29:18",0.77751,7,kartikmehta123
3326,13918773,"Kenji Imajo","2025-09-23 07:35:59",0.77751,8,kenjiimajo
3327,14307926,"Silvanus Bordignon","2025-08-27 09:47:03",0.77751,3,silvanusbordignon
3328,14308957,"Juraj Pančík","2025-08-27 14:26:47",0.77751,1,jurajpank
3329,14309249,re1ativ3,"2025-08-27 16:04:18",0.77751,2,re1ativ3
3330,13955069,"Jivan Divate","2025-09-02 03:35:26",0.77751,6,jivandivate
3331,14310327,ADARAAAA,"2025-08-28 02:37:49",0.77751,1,adaraaaa
3332,14310402,guanshanyyy,"2025-08-28 03:19:53",0.77751,1,guanshanyyy
3333,14276493,Ayush1820,"2025-08-28 13:13:42",0.77751,5,ayush1820
3334,14309648,"[Deleted] 5c7c376e-b462-4bad-a3da-d3b818d6246a","2025-08-28 11:16:10",0.77751,4,del=4e143d3043c8be9f
3335,14311710,"Kamalkishor singh","2025-08-28 11:21:29",0.77751,1,kamalkishor45
3336,266412,ShrinivasIyer,"2025-09-02 11:38:30",0.77751,2,shrini01
3337,14312165,"rafie ganzess","2025-08-28 14:06:02",0.77751,1,rafieganzess
3338,5257414,"Tuyen Tran","2025-08-28 15:46:21",0.77751,1,tuyentran
3339,13855681,Kla1mzZ,"2025-08-28 19:02:16",0.77751,2,kla1mzz
3340,13151363,"Parviz Pirizade","2025-09-03 10:22:21",0.77751,21,parvizpirizade
3341,14313360,"Santiago Naranjo","2025-08-28 22:31:28",0.77751,2,tatonaranjo
3342,14313192,Gr3g2024!%,"2025-08-28 23:40:23",0.77751,2,gr3g2024
3343,14313565,HeijunVerg,"2025-08-29 01:22:36",0.77751,2,hyungjunsime
3344,14313579,"Samiksha #3","2025-08-29 01:47:08",0.77751,6,samikshabansal
3345,14313644,"Lumia Shear","2025-08-29 02:12:42",0.77751,1,lumiashear
3346,14312535,waterGuys,"2025-08-29 02:26:24",0.77751,3,waterguys
3347,13547535,pho950692,"2025-08-29 02:30:37",0.77751,1,ph9950078
3348,14314030,"zuozhou #2","2025-08-31 01:38:37",0.77751,6,zuozhou666
3349,14312246,"Dong Hyun son","2025-08-29 05:54:46",0.77751,3,areposonni
3350,14314109,"Mark Lee #6","2025-08-29 05:57:53",0.77751,2,markleemarklee
3351,14288125,"K K Prabu","2025-09-10 09:03:24",0.77751,7,kkprabu
3352,13656272,"Corentin de Boer","2025-08-31 20:50:23",0.77751,29,corentindeboer
3353,14315224,"Joonas Uusitalo","2025-08-29 12:47:55",0.77751,1,joonasuusitalo
3354,14209042,beyond_clear_int,"2025-08-29 13:33:23",0.77751,5,beyondclearint
3355,14315936,"Rohit Kumar #25","2025-08-29 17:10:23",0.77751,1,rohitkumar62
3356,14316911,"Jonah Pratt","2025-08-30 03:56:29",0.77751,1,jonahpratt
3357,14316982,dembert,"2025-08-30 04:34:18",0.77751,1,dembert
3358,14317402,CN_Dongyuting,"2025-08-30 07:46:18",0.77751,2,cndongyuting
3359,14307610,genilch,"2025-08-30 08:51:03",0.77751,2,genilch
3360,14317610,manomita,"2025-08-30 09:36:11",0.77751,2,manomita
3361,4362269,"Francisco #4","2025-08-30 13:45:35",0.77751,4,franciscoicmc
3362,14318284,Nomannic,"2025-08-30 13:56:25",0.77751,2,nomannic19
3363,14318422,"ZPLO 4kZplo","2025-08-30 14:40:07",0.77751,1,zplo4kzplo
3364,14318719,Sajjad124,"2025-08-30 18:05:54",0.77751,5,sajjad124
3365,14319192,"Omar Khaled #5","2025-08-30 21:34:21",0.77751,3,omarkhaled24
3366,14319570,Klotski,"2025-08-31 04:07:32",0.77751,1,wzm123
3367,14319778,"ABDUL HAKEEM S H","2025-08-31 11:37:00",0.77751,2,abdulhakeemsh
3368,14319829,"Vaishnavi Nandikanti","2025-08-31 06:35:02",0.77751,1,vaishnavinandikanti
3369,14319731,"Atharva Rahate","2025-08-31 07:37:18",0.77751,3,atharva15rahate
3370,14319859,"Jack Jesse","2025-08-31 06:48:58",0.77751,1,jackjesse
3371,14320397,"Huiwen Xiao","2025-08-31 11:06:19",0.77751,1,huiwenxiao
3372,14320642,"sambhav kaushik","2025-08-31 12:57:44",0.77751,1,sambhavkaushik
3373,14319078,"Eduardo Miranda #2","2025-09-03 00:11:14",0.77751,8,dumiranda
3374,14310583,EnriquePasteneA,"2025-08-31 22:15:41",0.77751,7,enriquepastenea
3375,14294737,EmagoJun,"2025-08-31 23:44:32",0.77751,2,emagojun
3376,14320839,rahulkhamkar,"2025-08-31 23:54:35",0.77751,5,rkhamkar7991
3377,14292640,"Quinn #5","2025-09-01 22:42:33",0.77751,12,quinnrino
3378,14323381,"Md. Abu Taief Siddique","2025-09-01 08:57:56",0.77751,5,mdabutaiefsiddique
3379,14321133,melody_888,"2025-09-01 15:46:09",0.77751,13,melody888
3380,14324863,"Alejandro Boxill","2025-09-01 14:42:44",0.77751,2,alejandroboxill
3381,12223226,"byeongmin min","2025-09-01 16:26:40",0.77751,1,byeongminmin
3382,14325540,"Aneesh Malapaka","2025-09-01 18:12:57",0.77751,1,aneeshmalapaka
3383,14325958,"Younies Mahmoud","2025-09-01 22:08:03",0.77751,3,youniesmahmoud
3384,14325923,"Allen Van - Tay","2025-09-05 17:52:47",0.77751,11,allenvantay
3385,14326383,"Kai Yuan Shik","2025-09-02 02:51:28",0.77751,4,kaiyuanshik
3386,14327498,"Oussema Guerami","2025-09-02 08:32:20",0.77751,2,oussemaguerami
3387,14320567,GekFin,"2025-09-02 14:52:49",0.77751,6,gekfin
3388,14328838,ScarlettP1010,"2025-09-02 15:19:06",0.77751,4,scarlettp1010
3389,14329049,"Jianshan Ye","2025-09-02 15:51:45",0.77751,1,jianshanye
3390,13286030,"JARVIS TRUE","2025-09-03 05:27:56",0.77751,3,jarvistrue
3391,14329499,AhmedxMokni,"2025-09-02 18:03:28",0.77751,3,ahmedxmokni
3392,14329615,"Patricia Yu","2025-09-02 18:24:26",0.77751,1,patriciayu222
3393,14329846,"Filippo Volpicelli","2025-09-03 10:08:08",0.77751,10,filippovolpicelli
3394,14330072,hjohjiuh,"2025-09-03 04:14:15",0.77751,20,hjohjiuh
3395,14330350,"Haider Hasanain","2025-09-03 00:47:22",0.77751,5,haiderhasanain
3396,14330515,"Jacob Reiser","2025-09-04 03:33:59",0.77751,16,jacobreiser
3397,14328035,"Dhaval Patel #2","2025-09-03 07:57:15",0.77751,3,dhvl1992
3398,14331616,"Sunshine Brother","2025-09-03 09:01:16",0.77751,9,thanaphatjmw
3399,14331711,"Krashal Yaduvanshi","2025-09-03 08:32:13",0.77751,2,krashalyaduvanshi
3400,11919653,GOUGOU22,"2025-09-04 03:23:23",0.77751,20,gougou22
3401,14332011,"Adekunjo Ademola ","2025-09-03 10:54:23",0.77751,2,adekunjoademola
3402,14323360,"Jonathan #20","2025-09-04 08:46:28",0.77751,6,johnkitt
3403,14292310,marco_mars,"2025-09-03 16:16:04",0.77751,5,marcomars
3404,14333919,"Gaurab Roy","2025-09-03 20:24:38",0.77751,1,gaurabroy
3405,14334475,清水　耀太,"2025-09-04 02:03:00",0.77751,1,yogurtonigiri
3406,14108757,"haruki ishiwata","2025-09-04 02:23:03",0.77751,1,harukiishiwata
3407,14335975,DarkMatter4217,"2025-09-04 10:01:42",0.77751,1,darkmatter4217
3408,12817952,EstebanCRz,"2025-09-04 11:27:19",0.77751,2,estebancrz
3409,14315345,GKeller21,"2025-09-04 16:01:12",0.77751,19,gkeller21
3410,14336306,GopalanPriyaranjan,"2025-09-04 16:42:05",0.77751,4,gpranjan
3411,14336482,"Sviatoslav Stepanov","2025-09-04 13:03:42",0.77751,3,sviatoslavstepanov
3412,13746472,"Ethan Driggers","2025-09-04 13:22:12",0.77751,2,ethandriggers
3413,14336668,"Daljeet Singh","2025-09-04 13:49:18",0.77751,1,djt5ingh
3414,14332788,"Ruslan Semenov","2025-09-04 15:05:34",0.77751,2,rusifixml
3415,8976276,"Mohadeseh Emamipour","2025-09-04 16:12:37",0.77751,4,mohadesehemamipour
3416,14337156,"chaturya ganne","2025-09-04 16:16:05",0.77751,1,chaturyaganne
3417,14336162,"Ruijia Li #2","2025-09-04 18:08:36",0.77751,5,ru1jiali
3418,14338579,"Ezequiel Albornoz Ferreira","2025-09-05 04:23:50",0.77751,6,ezequielalbornoz01
3419,14339897,pyh2005,"2025-09-05 09:08:56",0.77751,1,pyh2005
3420,14233473,yloves,"2025-09-05 12:29:58",0.77751,19,yloves
3421,14327130,"Leon Li","2025-09-05 13:16:56",0.77751,13,leonli117a
3422,14340940,ccccmmmm66,"2025-09-07 06:32:46",0.77751,10,ccccmmmm66
3423,14336689,hugolinde,"2025-09-05 15:06:16",0.77751,5,hugolinde
3424,14336806,Ushi1311Ushi,"2025-09-06 07:57:09",0.77751,8,ushi1311ushi
3425,14341192,"Maxwell Newton","2025-09-05 16:56:35",0.77751,4,mnewt202
3426,14341514,"Mason Gliege","2025-09-05 17:33:23",0.77751,1,masongliege
3427,14296104,Elli,"2025-09-05 19:19:18",0.77751,2,bokufu
3428,14341830,"Lincoln Hatlestad","2025-09-05 20:18:28",0.77751,2,lincolnhatlestad
3429,14340539,"Harry Canning","2025-09-16 15:12:09",0.77751,3,harrycanning
3430,14321856,"Breno Pires","2025-09-06 01:53:30",0.77751,3,brenoprs
3431,14335786,maddy.dev,"2025-09-06 06:54:56",0.77751,2,maddydev
3432,5768098,"Furukawa Satoshi Japan","2025-09-10 09:50:30",0.77751,10,furukawasatoshijapan
3433,14343134,"Atsushi #3","2025-09-06 10:54:03",0.77751,4,garqqq
3434,14344761,gravitsapa,"2025-09-06 11:27:54",0.77751,1,gravitsapa
3435,10024926,"Tobias Winner","2025-09-07 15:08:09",0.77751,3,tobwin
3436,14345411,"Jae Hyuck Jang","2025-09-06 14:10:29",0.77751,1,manseh
3437,14345645,Rur1ii,"2025-09-06 15:09:06",0.77751,2,rur1ii
3438,14345987,"Hem Kastiya","2025-09-06 16:25:23",0.77751,1,hemkastiya
3439,14318840,"Néstor Portillo","2025-09-06 17:04:38",0.77751,2,nstorportillo
3440,14318899,"Balmore Cruz","2025-09-06 17:06:20",0.77751,2,balmorecruz
3441,14318842,DiegoH93,"2025-09-06 17:09:18",0.77751,2,diegoh93
3442,14341423,"Regina Yang","2025-09-06 18:36:15",0.77751,9,reginayang
3443,14346606,"Aman Fikre","2025-09-06 19:21:57",0.77751,1,amanfikre
3444,8732948,"Jamie Wilkie","2025-09-06 23:06:21",0.77751,10,jaydubb
3445,14080208,"Salahuddin Bayassi","2025-09-07 04:43:41",0.77751,2,salahuddinbayassi
3446,14348394,Zhengtao.Qi,"2025-09-07 14:04:22",0.77751,3,francisqzt
3447,6315145,"Suhail Ahmed Abbasi","2025-09-07 09:14:39",0.77751,6,suhailab
3448,14344446,kakkontou,"2025-09-07 12:25:14",0.77751,10,kakkontou
3449,14345209,Leematt96,"2025-09-10 13:09:09",0.77751,3,leematt96
3450,14351011,"Deena Sun","2025-09-08 18:11:26",0.77751,4,deenasun
3451,14351481,aniomua,"2025-09-08 03:55:49",0.77751,4,aniomua
3452,14301337,"Bae han hee","2025-09-09 05:39:23",0.77751,6,baehanhee
3453,14351719,newsoftware,"2025-09-08 06:06:28",0.77751,4,newsoftware
3454,14314192,"Mai Ueno","2025-09-08 06:39:35",0.77751,4,maiueno
3455,14352270,rojolee,"2025-09-09 01:21:34",0.77751,6,rojolee
3456,10420621,CCWaltz,"2025-09-08 10:23:54",0.77751,2,ccwaltz
3457,14353162,add_mul,"2025-09-08 11:11:53",0.77751,1,addmul
3458,14353088,"JIANG Haodong","2025-09-10 14:32:19",0.77751,12,haodongjiang123
3459,14218571,"Yanogo Azania","2025-09-09 08:33:33",0.77751,5,yanogoazania
3460,14345234,"Thomas Vermeulen","2025-09-14 20:18:30",0.77751,21,thomasvermeulen
3461,14354200,"Etyala Rahul","2025-09-08 15:35:39",0.77751,1,etyalarahul
3462,14354341,"Allam Sirish","2025-09-08 15:54:43",0.77751,1,allamsirish
3463,14345189,Wasbyy,"2025-09-08 17:24:08",0.77751,14,wasbyy
3464,13967728,yiorgosynkl,"2025-09-15 23:04:03",0.77751,34,yiorgosynkl
3465,14354915,"Ghassan Ahwach","2025-09-08 18:25:09",0.77751,1,ghassanahwach
3466,14355065,KKK_83943,"2025-09-08 19:28:23",0.77751,1,kkk83943
3467,14352287,dksxorud,"2025-09-09 01:10:56",0.77751,2,dksxorud
3468,14351691,soyeongpark00,"2025-09-09 01:25:18",0.77751,6,soyeongpark00
3469,11908308,"Naoki Yasugi","2025-09-11 03:27:20",0.77751,5,naokiyasugi
3470,14358073,danbean2024,"2025-09-11 04:11:35",0.77751,8,danbean2024
3471,14358040,OfficeGhost,"2025-09-11 04:07:46",0.77751,4,officeghost
3472,14358876,"king smith kdt","2025-09-09 08:18:07",0.77751,4,kingsmithkdt
3473,14359326,"Deta Erviana","2025-09-09 09:15:14",0.77751,1,detaerviana
3474,14357736,"Subin #2","2025-09-10 00:40:29",0.77751,12,oxoxoxxxo
3475,14359608,nekopainter,"2025-09-09 10:28:26",0.77751,1,nekopainter
3476,14359980,"Young Jin Kim (you359)","2025-09-09 12:20:55",0.77751,1,youngjinkimyou359
3477,14359982,"hour (Praydra)","2025-09-09 12:21:19",0.77751,1,hourpraydra
3478,14336163,BartłomiejW,"2025-09-09 13:47:27",0.77751,18,bartomiejw
3479,14360433,"zhehao lei","2025-09-15 15:30:36",0.77751,15,zhehaolei
3480,14361097,"Alina Laraway","2025-09-09 17:25:18",0.77751,3,alinalaraway
3481,13746453,"Dylan Clark","2025-09-10 00:23:41",0.77751,2,dylanklark
3482,14351132,D1ZZZZY,"2025-09-10 03:03:08",0.77751,4,d1zzzzy
3483,14314780,HiQ0105,"2025-09-11 09:41:44",0.77751,20,hiq0105
3484,14363990,"Helder Januário","2025-09-10 11:00:37",0.77751,2,helderjanurio
3485,14364016,masaTsu,"2025-09-10 11:27:15",0.77751,2,masatsu
3486,14364052,BryanAndres34,"2025-09-10 14:55:06",0.77751,9,bryanandres34
3487,13421576,"Nick Luo","2025-09-10 15:20:48",0.77751,3,lqbilbo
3488,14365011,Janstruyaw,"2025-09-12 05:15:29",0.77751,16,janstruyaw
3489,14365023,"Andre Rimes","2025-09-10 16:50:09",0.77751,2,andrerimes
3490,14365801,JihoonJang,"2025-09-10 18:22:09",0.77751,2,jangghoon
3491,14365620,"Abdullah Said 814","2025-09-10 18:29:38",0.77751,2,abdullahsaid814
3492,14366301,"Nigel Kyger","2025-09-10 22:03:24",0.77751,2,nigelkyger
3493,14366741,"Miura Asuka","2025-09-11 01:36:05",0.77751,1,miuraasuka
3494,9126337,"Donghyeon Park","2025-09-11 04:03:44",0.77751,2,clyde1114
3495,14358165,eunwoo,"2025-09-11 04:04:19",0.77751,2,eunwooochoi
3496,14358189,"minseok kim #3","2025-09-11 04:04:38",0.77751,2,minseok21
3497,14358191,hyunwoo0081,"2025-09-11 04:04:45",0.77751,2,hyunwoo0081
3498,14358188,20011740-신수철,"2025-09-11 04:06:10",0.77751,2,mariblossom
3499,14358185,이승환ㅇ,"2025-09-11 15:01:14",0.77751,3,lslhsh
3500,14358194,21012008,"2025-09-11 04:07:06",0.77751,3,pyj001207
3501,14358195,"Insung Hwang","2025-09-11 04:07:11",0.77751,2,insunghw
3502,14367094,rcn2526,"2025-09-11 04:07:43",0.77751,1,rcn2526
3503,14358204,BAEKSUNGWOO,"2025-09-11 04:08:10",0.77751,2,baeksungwoo
3504,14362686,Kakuate,"2025-09-15 09:52:52",0.77751,24,kakuate
3505,14367673,"shibo qiao","2025-09-11 06:57:29",0.77751,1,shiboqiao
3506,14367778,"Ziad Alezzi","2025-09-13 09:18:07",0.77751,3,lucirie
3507,14367643,hiter1,"2025-09-19 07:10:03",0.77751,6,hiter1
3508,14367968,YIdele_hkustgz,"2025-09-16 10:26:02",0.77751,4,yidelehkustgz
3509,14363996,"Moaz Jalal","2025-09-11 09:55:40",0.77751,6,moazjalal02
3510,14193995,"Daskal Mike","2025-09-11 11:18:43",0.77751,5,daskalmike
3511,14368886,HuangJiamin44,"2025-09-11 13:02:35",0.77751,1,huangjiamin44
3512,14369513,"MRIDUL HARI DIXIT","2025-09-11 15:52:35",0.77751,1,mridulharidixit
3513,14369638,Steve_Fantel9,"2025-09-11 16:53:48",0.77751,4,stevefantel9
3514,14369652,"Jonathan Christopher","2025-09-11 16:45:41",0.77751,3,savagess
3515,14370610,linfanfei07,"2025-09-12 00:33:57",0.77751,1,linfanfei07
3516,14370827,"Hitaishi Devarapalli","2025-09-12 02:28:27",0.77751,1,hitaishidevarapalli
3517,14370643,liyusheng47,"2025-09-12 02:45:51",0.77751,4,liyusheng47
3518,14367955,sunhare,"2025-09-12 03:03:30",0.77751,5,sunhare3103
3519,6116762,"Kento Takase","2025-09-12 07:34:42",0.77751,6,kentotakase
3520,14371217," Sudharshini Balla","2025-09-24 09:56:12",0.77751,2,sudharshiniballa
3521,14370859,yanghongyu49,"2025-09-12 06:42:12",0.77751,5,yanghongyu49
3522,14371498,liujiale19,"2025-09-12 07:03:51",0.77751,1,liujiale19
3523,14371860,"Mohammad hossein Hariri","2025-09-12 08:53:07",0.77751,1,mhhariri
3524,14369266,ARHSLL,"2025-09-12 09:19:23",0.77751,5,arhsll
3525,14371979,"abhihar singh rathore","2025-09-12 09:30:36",0.77751,1,abhiharsinghrathore
3526,13669192,shop11,"2025-09-12 10:01:51",0.77751,2,shop11
3527,14372131,PRINCE_3.14,"2025-09-12 11:04:36",0.77751,2,prince314
3528,14372112,"Christopher Devine","2025-09-12 13:58:30",0.77751,2,christopherdevine
3529,14372843,承諺（Callan）,"2025-09-12 14:40:47",0.77751,1,callan522
3530,14373010,SirlyDreamer,"2025-09-12 16:52:30",0.77751,7,sirlydreamer
3531,14373039,"Guillaume Dupre","2025-09-12 16:03:43",0.77751,3,gdupre
3532,13310162,"Aaryan Sharma #3","2025-09-12 16:55:39",0.77751,1,sharmaaaryan4012
3533,14373011,"Kasey Aadhya","2025-09-12 17:22:55",0.77751,2,kaseyaadhya
3534,14373293,hgkarremans,"2025-09-12 21:23:04",0.77751,10,hgkarremans
3535,755026,invisiblewriter,"2025-09-13 13:09:32",0.77751,18,invisiblewriter
3536,14369645,"Augusto Seixas Pinto Ribeiro","2025-09-12 19:37:01",0.77751,8,augustovix
3537,14373597,"Yohannes Kewani Gebrewahid","2025-09-13 10:16:07",0.77751,4,yohkewai
3538,14373772,Szymx__init__,"2025-09-12 21:44:41",0.77751,1,szymxinit
3539,14350835,TsubasaIto,"2025-09-13 00:53:52",0.77751,4,tsubasaito1
3540,14069539,StalinXavierS,"2025-09-13 04:54:15",0.77751,8,stalinxaviers
3541,14374526,linpinjiang,"2025-09-13 06:29:09",0.77751,2,linpinjiang
3542,14374963,jojojunweilin,"2025-09-13 08:47:18",0.77751,1,jojojunweilin
3543,14375220,JJwonje,"2025-09-13 10:34:55",0.77751,1,jjwonje
3544,14373117,"Nguyễn Duy","2025-09-14 13:06:28",0.77751,9,nguyrnduy
3545,11606747,"Madhur Prajapati","2025-09-13 16:59:57",0.77751,2,madhurprajapati
3546,14376568,"Leandro Luiz Paixao","2025-09-15 02:23:18",0.77751,6,leandroluizpaixao
3547,14332155,"Abdullah Enes Haşıl","2025-09-23 13:20:00",0.77751,3,abdullaheneshasil
3548,14376977,NorihideYamato,"2025-09-13 23:56:04",0.77751,1,norihideyamato
3549,14377096,"Nico Yang_token","2025-09-14 02:54:06",0.77751,2,nicoyangtoken
3550,14377391,"Je-Wei Tsao","2025-09-14 04:47:52",0.77751,1,jeweitsao
3551,14352537,"Md Rubel Talukder","2025-09-14 06:38:27",0.77751,2,mdrubeltalukderds
3552,14378104,"Siyuan Deng","2025-09-14 09:32:20",0.77751,2,siyuandeng
3553,14378259,"ONO RYOSUKE","2025-09-14 10:59:46",0.77751,8,onoryosuke
3554,14363486,Wgvddonk,"2025-09-14 15:33:43",0.77751,35,wgvddonk
3555,2069468,lxu11111,"2025-09-14 13:43:54",0.77751,9,lxu11111
3556,14379676,"Cræftig Scyppend","2025-09-24 02:27:46",0.77751,3,crftigsscildere
3557,14379835,"Baptiste Milley","2025-09-14 20:38:01",0.77751,1,baptistemilley
3558,3566027,someTeam,"2025-09-15 06:18:07",0.77751,6,chunfengwu
3559,14381169,HYUNSEO_KKIMMMM,"2025-10-01 04:28:28",0.77751,4,hyunseokkimmmm
3560,14382589,hyzfff666,"2025-09-15 11:47:47",0.77751,1,hyzfff666
3561,14382679,"Archie-Ray Thompson","2025-09-15 12:49:22",0.77751,2,archieraythompson
3562,14378775,"YILIN SHI","2025-09-15 14:09:58",0.77751,11,yilinshi004
3563,14383142,"Jiarun ZHENG","2025-09-15 15:05:54",0.77751,6,jiarunzheng
3564,14383338,"Lucas Van Mechelen1","2025-09-15 20:08:38",0.77751,4,lucasvanmechelen1
3565,14383415,csowo,"2025-09-15 15:15:32",0.77751,3,csowo09
3566,14383545,"Junw woo","2025-09-15 15:34:55",0.77751,1,junwwoo
3567,14383661,"Grayhum Cover","2025-09-15 16:17:05",0.77751,2,grayhumcover
3568,14379110,"Aayush Sahu","2025-09-16 05:51:34",0.77751,7,hitman1630
3569,14385643,"Lee, Chen-Hong","2025-09-16 03:57:35",0.77751,1,leechenhong
3570,11050355,KanakoS,"2025-09-16 05:13:49",0.77751,9,kanakos
3571,14386342,Lyra0526,"2025-09-16 07:10:23",0.77751,1,lyra0526
3572,14387114,dcbro155,"2025-09-16 10:39:38",0.77751,2,dcbro155
3573,14386609,"diu ding","2025-09-16 13:39:10",0.77751,8,diuding
3574,14387703,GuanYeAlex,"2025-09-16 12:53:50",0.77751,2,guanyealex
3575,14383684,Varuch,"2025-09-16 14:38:52",0.77751,3,varuch
3576,14387817,"Hongyu Long","2025-09-16 15:05:44",0.77751,8,hongyulong7714
3577,8759304,shiroiken,"2025-09-24 13:02:58",0.77751,13,shiroiken
3578,14362514,tang3444,"2025-09-16 13:16:03",0.77751,9,tang3444
3579,14388189,"Jingfeng Deng","2025-09-16 15:40:58",0.77751,5,sprungissue
3580,14388575,Zichu039,"2025-09-16 15:50:52",0.77751,6,zichu039
3581,14388939,"Piotr Skubel","2025-09-16 17:01:43",0.77751,3,piotrskubel
3582,14384428,"David Swanstrom","2025-09-16 17:27:03",0.77751,2,davidswanstrom
3583,14366562,"Nathaniel Nurlegn","2025-09-17 00:42:59",0.77751,2,nathanielnurlegn
3584,14326035,Alberthor47,"2025-09-18 04:07:29",0.77751,6,alberthor47
3585,14392969,"陳 信嘉","2025-09-17 08:24:31",0.77751,1,hsinchia
3586,14394256,lea_ph3,"2025-09-17 13:38:54",0.77751,1,leaph3
3587,14394471,ZeBoulder,"2025-09-17 13:57:55",0.77751,2,zeboulder
3588,14394650,"Will Haynes","2025-09-18 19:56:42",0.77751,5,jhayne31
3589,14393549,Guanhaibo,"2025-09-24 10:01:07",0.77751,8,guanhaibo
3590,14395021,BIOMACHINE,"2025-09-18 14:39:51",0.77751,3,biomschine
3591,14361971,"Arjun Krishna","2025-09-22 21:20:06",0.77751,5,k2arjun
3592,14380040,"Venkata Krishnan Narayanan","2025-09-17 21:23:03",0.77751,7,krishnainder
3593,14396653,"Sean Imani","2025-09-20 09:22:37",0.77751,4,seanimani
3594,14396691,HichamERR,"2025-09-17 22:04:59",0.77751,2,hichamerr
3595,14390265,伊藤翔吾,"2025-09-29 00:15:24",0.77751,11,gjfrjo
3596,14397157,"Hera Lin","2025-09-18 01:58:01",0.77751,2,heralin
3597,14397290,"Jake Alexander","2025-09-18 01:52:40",0.77751,1,jakealexander1
3598,14397669,jusmoothie0806,"2025-09-20 02:14:33",0.77751,9,jusmoothie0806
3599,14398223,"Ryan #35","2025-09-18 07:19:01",0.77751,4,fantuandada
3600,14398755,"Victoriano Mauriño Hernández","2025-09-18 07:45:10",0.77751,2,victorianomh
3601,14379338,youningliao,"2025-09-18 08:16:49",0.77751,5,youningliao
3602,14399036,"Matt Fecco","2025-09-18 09:04:55",0.77751,2,mattfecco
3603,14399389,"kim sung june","2025-09-18 10:14:28",0.77751,2,kimsungjune
3604,13180046,"Alex Tallis","2025-09-18 12:12:39",0.77751,1,alextallis
3605,14336884,建太,"2025-09-18 14:29:14",0.77751,5,kentap01
3606,14400683,KPetrov1995,"2025-09-18 15:07:30",0.77751,3,kpetrov1995
3607,14400927,Haris0606,"2025-09-18 15:54:47",0.77751,1,haris0606
3608,14401313,"Siye Bao","2025-09-18 17:29:33",0.77751,1,siyebao
3609,14401386,CeramicMoon,"2025-09-18 17:48:54",0.77751,1,ceramicmoon
3610,14401629,"Corentin Calvez","2025-09-21 20:43:30",0.77751,7,corentincalvez
3611,14401883,"Gilmar Telles","2025-09-18 20:09:08",0.77751,1,gilmartelles
3612,14392872,Wilsia,"2025-10-01 08:13:43",0.77751,34,elie2003
